age,sex,inc,mort,ylds (years lived with disability)_rate_dmt2,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
16,male,0.0029695108333978194,7.334523049334656e-8,5.008771055537584e-4,0.009553000819518879,6436,Dmt2,0,50,15,0,0,5,male_Dmt2
17,male,0.0029695108333978194,7.334523049334656e-8,5.008771055537584e-4,0.009553000819518879,6436,Dmt2,0,50,15,0,0,5,male_Dmt2
18,male,0.0029695108333978194,7.334523049334656e-8,5.008771055537584e-4,0.009553000819518879,6436,Dmt2,0,50,15,0,0,5,male_Dmt2
19,male,0.0029695108333978194,7.334523049334656e-8,5.008771055537584e-4,0.009553000819518879,6436,Dmt2,0,50,15,0,0,5,male_Dmt2
20,male,0.0031581537845868394,1.2924714178191128e-7,0.0014958316991200565,0.026737727272004897,7845,Dmt2,0,50,20,1,0,5,male_Dmt2
21,male,0.0031581537845868394,1.2924714178191128e-7,0.0014958316991200565,0.026737727272004897,7845,Dmt2,0,50,20,1,0,5,male_Dmt2
22,male,0.0031581537845868394,1.2924714178191128e-7,0.0014958316991200565,0.026737727272004897,7845,Dmt2,0,50,20,1,0,5,male_Dmt2
23,male,0.0031581537845868394,1.2924714178191128e-7,0.0014958316991200565,0.026737727272004897,7845,Dmt2,0,50,20,1,0,5,male_Dmt2
24,male,0.0031581537845868394,1.2924714178191128e-7,0.0014958316991200565,0.026737727272004897,7845,Dmt2,0,50,20,1,0,5,male_Dmt2
25,male,0.0012574137906136375,2.2762396700351454e-7,0.002158137113705209,0.03660773351616346,9023,Dmt2,0,50,25,2,0,5,male_Dmt2
26,male,0.0012574137906136375,2.2762396700351454e-7,0.002158137113705209,0.03660773351616346,9023,Dmt2,0,50,25,2,0,5,male_Dmt2
27,male,0.0012574137906136375,2.2762396700351454e-7,0.002158137113705209,0.03660773351616346,9023,Dmt2,0,50,25,2,0,5,male_Dmt2
28,male,0.0012574137906136375,2.2762396700351454e-7,0.002158137113705209,0.03660773351616346,9023,Dmt2,0,50,25,2,0,5,male_Dmt2
29,male,0.0012574137906136375,2.2762396700351454e-7,0.002158137113705209,0.03660773351616346,9023,Dmt2,0,50,25,2,0,5,male_Dmt2
30,male,9.216180065113408e-4,9.703867878938132e-7,0.0025039367589943773,0.0405777804247506,8448,Dmt2,0,50,30,2,0,5,male_Dmt2
31,male,9.216180065113408e-4,9.703867878938132e-7,0.0025039367589943773,0.0405777804247506,8448,Dmt2,0,50,30,2,0,5,male_Dmt2
32,male,9.216180065113408e-4,9.703867878938132e-7,0.0025039367589943773,0.0405777804247506,8448,Dmt2,0,50,30,2,0,5,male_Dmt2
33,male,9.216180065113408e-4,9.703867878938132e-7,0.0025039367589943773,0.0405777804247506,8448,Dmt2,0,50,30,2,0,5,male_Dmt2
34,male,9.216180065113408e-4,9.703867878938132e-7,0.0025039367589943773,0.0405777804247506,8448,Dmt2,0,50,30,2,0,5,male_Dmt2
35,male,0.0011675306128513718,1.5390271409429478e-6,0.002837573102239341,0.04428907154956726,7997,Dmt2,0,50,35,2,0,5,male_Dmt2
36,male,0.0011675306128513718,1.5390271409429478e-6,0.002837573102239341,0.04428907154956726,7997,Dmt2,0,50,35,2,0,5,male_Dmt2
37,male,0.0011675306128513718,1.5390271409429478e-6,0.002837573102239341,0.04428907154956726,7997,Dmt2,0,50,35,2,0,5,male_Dmt2
38,male,0.0011675306128513718,1.5390271409429478e-6,0.002837573102239341,0.04428907154956726,7997,Dmt2,0,50,35,2,0,5,male_Dmt2
39,male,0.0011675306128513718,1.5390271409429478e-6,0.002837573102239341,0.04428907154956726,7997,Dmt2,0,50,35,2,0,5,male_Dmt2
40,male,0.0027456542683566947,3.057536620870938e-6,0.003390376724839903,0.05118831426897505,7179,Dmt2,0,50,40,3,0,5,male_Dmt2
41,male,0.0027456542683566947,3.057536620870938e-6,0.003390376724839903,0.05118831426897505,7179,Dmt2,0,50,40,3,0,5,male_Dmt2
42,male,0.0027456542683566947,3.057536620870938e-6,0.003390376724839903,0.05118831426897505,7179,Dmt2,0,50,40,3,0,5,male_Dmt2
43,male,0.0027456542683566947,3.057536620870938e-6,0.003390376724839903,0.05118831426897505,7179,Dmt2,0,50,40,3,0,5,male_Dmt2
44,male,0.0027456542683566947,3.057536620870938e-6,0.003390376724839903,0.05118831426897505,7179,Dmt2,0,50,40,3,0,5,male_Dmt2
45,male,0.005551492058183618,1.1703804428803147e-5,0.004781864765561224,0.07004433387912112,7628,Dmt2,0,50,45,4,0,5,male_Dmt2
46,male,0.005551492058183618,1.1703804428803147e-5,0.004781864765561224,0.07004433387912112,7628,Dmt2,0,50,45,4,0,5,male_Dmt2
47,male,0.005551492058183618,1.1703804428803147e-5,0.004781864765561224,0.07004433387912112,7628,Dmt2,0,50,45,4,0,5,male_Dmt2
48,male,0.005551492058183618,1.1703804428803147e-5,0.004781864765561224,0.07004433387912112,7628,Dmt2,0,50,45,4,0,5,male_Dmt2
49,male,0.005551492058183618,1.1703804428803147e-5,0.004781864765561224,0.07004433387912112,7628,Dmt2,0,50,45,4,0,5,male_Dmt2
50,male,0.006698147948385137,1.5790783496235687e-5,0.006837918350624807,0.09971096741704526,7605,Dmt2,0,50,50,5,0,5,male_Dmt2
51,male,0.006698147948385137,1.5790783496235687e-5,0.006837918350624807,0.09971096741704526,7605,Dmt2,0,50,50,5,0,5,male_Dmt2
52,male,0.006698147948385137,1.5790783496235687e-5,0.006837918350624807,0.09971096741704526,7605,Dmt2,0,50,50,5,0,5,male_Dmt2
53,male,0.006698147948385137,1.5790783496235687e-5,0.006837918350624807,0.09971096741704526,7605,Dmt2,0,50,50,5,0,5,male_Dmt2
54,male,0.006698147948385137,1.5790783496235687e-5,0.006837918350624807,0.09971096741704526,7605,Dmt2,0,50,50,5,0,5,male_Dmt2
55,male,0.0063703281284971155,2.411434499962656e-5,0.008715821432010743,0.1296435280705619,6479,Dmt2,0,50,55,6,0,5,male_Dmt2
56,male,0.0063703281284971155,2.411434499962656e-5,0.008715821432010743,0.1296435280705619,6479,Dmt2,0,50,55,6,0,5,male_Dmt2
57,male,0.0063703281284971155,2.411434499962656e-5,0.008715821432010743,0.1296435280705619,6479,Dmt2,0,50,55,6,0,5,male_Dmt2
58,male,0.0063703281284971155,2.411434499962656e-5,0.008715821432010743,0.1296435280705619,6479,Dmt2,0,50,55,6,0,5,male_Dmt2
59,male,0.0063703281284971155,2.411434499962656e-5,0.008715821432010743,0.1296435280705619,6479,Dmt2,0,50,55,6,0,5,male_Dmt2
60,male,0.005815145359986255,5.050797592812009e-5,0.010304209905044217,0.1568273521915872,5560,Dmt2,0,50,60,8,0,5,male_Dmt2
61,male,0.005815145359986255,5.050797592812009e-5,0.010304209905044217,0.1568273521915872,5560,Dmt2,0,50,60,8,0,5,male_Dmt2
62,male,0.005815145359986255,5.050797592812009e-5,0.010304209905044217,0.1568273521915872,5560,Dmt2,0,50,60,8,0,5,male_Dmt2
63,male,0.005815145359986255,5.050797592812009e-5,0.010304209905044217,0.1568273521915872,5560,Dmt2,0,50,60,8,0,5,male_Dmt2
64,male,0.005815145359986255,5.050797592812009e-5,0.010304209905044217,0.1568273521915872,5560,Dmt2,0,50,60,8,0,5,male_Dmt2
65,male,0.005067755448005706,8.026407052442417e-5,0.01148230727076911,0.1789189871080809,5418,Dmt2,0,50,65,9,0,5,male_Dmt2
66,male,0.005067755448005706,8.026407052442417e-5,0.01148230727076911,0.1789189871080809,5418,Dmt2,0,50,65,9,0,5,male_Dmt2
67,male,0.005067755448005706,8.026407052442417e-5,0.01148230727076911,0.1789189871080809,5418,Dmt2,0,50,65,9,0,5,male_Dmt2
68,male,0.005067755448005706,8.026407052442417e-5,0.01148230727076911,0.1789189871080809,5418,Dmt2,0,50,65,9,0,5,male_Dmt2
69,male,0.005067755448005706,8.026407052442417e-5,0.01148230727076911,0.1789189871080809,5418,Dmt2,0,50,65,9,0,5,male_Dmt2
70,male,0.008898477723650875,1.38641744515871e-4,0.012933486924383822,0.20372687815390894,4800,Dmt2,0,50,70,10,1,5,male_Dmt2
71,male,0.008898477723650875,1.38641744515871e-4,0.012933486924383822,0.20372687815390894,4800,Dmt2,0,50,70,10,1,5,male_Dmt2
72,male,0.008898477723650875,1.38641744515871e-4,0.012933486924383822,0.20372687815390894,4800,Dmt2,0,50,70,10,1,5,male_Dmt2
73,male,0.008898477723650875,1.38641744515871e-4,0.012933486924383822,0.20372687815390894,4800,Dmt2,0,50,70,10,1,5,male_Dmt2
74,male,0.008898477723650875,1.38641744515871e-4,0.012933486924383822,0.20372687815390894,4800,Dmt2,0,50,70,10,1,5,male_Dmt2
75,male,0.016180216543759948,2.6366615331255603e-4,0.016488058644976076,0.2595075242646933,3332,Dmt2,0,50,75,13,1,5,male_Dmt2
76,male,0.016180216543759948,2.6366615331255603e-4,0.016488058644976076,0.2595075242646933,3332,Dmt2,0,50,75,13,1,5,male_Dmt2
77,male,0.016180216543759948,2.6366615331255603e-4,0.016488058644976076,0.2595075242646933,3332,Dmt2,0,50,75,13,1,5,male_Dmt2
78,male,0.016180216543759948,2.6366615331255603e-4,0.016488058644976076,0.2595075242646933,3332,Dmt2,0,50,75,13,1,5,male_Dmt2
79,male,0.016180216543759948,2.6366615331255603e-4,0.016488058644976076,0.2595075242646933,3332,Dmt2,0,50,75,13,1,5,male_Dmt2
80,male,0.013719271697920183,5.248339010146824e-4,0.021098160174088696,0.33233689694209073,2291,Dmt2,0,20,80,7,1,5,male_Dmt2
81,male,0.013719271697920183,5.248339010146824e-4,0.021098160174088696,0.33233689694209073,2291,Dmt2,0,20,80,7,1,5,male_Dmt2
82,male,0.013719271697920183,5.248339010146824e-4,0.021098160174088696,0.33233689694209073,2291,Dmt2,0,20,80,7,1,5,male_Dmt2
83,male,0.013719271697920183,5.248339010146824e-4,0.021098160174088696,0.33233689694209073,2291,Dmt2,0,20,80,7,1,5,male_Dmt2
84,male,0.013719271697920183,5.248339010146824e-4,0.021098160174088696,0.33233689694209073,2291,Dmt2,0,20,80,7,1,5,male_Dmt2
85,male,0.004728274919362876,0.0010723333151381072,0.023236222629566965,0.36853095441643263,1276,Dmt2,0,20,85,7,1,5,male_Dmt2
86,male,0.004728274919362876,0.0010723333151381072,0.023236222629566965,0.36853095441643263,1276,Dmt2,0,20,85,7,1,5,male_Dmt2
87,male,0.004728274919362876,0.0010723333151381072,0.023236222629566965,0.36853095441643263,1276,Dmt2,0,20,85,7,1,5,male_Dmt2
88,male,0.004728274919362876,0.0010723333151381072,0.023236222629566965,0.36853095441643263,1276,Dmt2,0,20,85,7,1,5,male_Dmt2
89,male,0.004728274919362876,0.0010723333151381072,0.023236222629566965,0.36853095441643263,1276,Dmt2,0,20,85,7,1,5,male_Dmt2
90,male,5.062524620148996e-4,0.001700808842913312,0.023111805262538806,0.3676831305521296,506,Dmt2,0,10,90,4,1,5,male_Dmt2
91,male,5.062524620148996e-4,0.001700808842913312,0.023111805262538806,0.3676831305521296,506,Dmt2,0,10,90,4,1,5,male_Dmt2
92,male,5.062524620148996e-4,0.001700808842913312,0.023111805262538806,0.3676831305521296,506,Dmt2,0,10,90,4,1,5,male_Dmt2
93,male,5.062524620148996e-4,0.001700808842913312,0.023111805262538806,0.3676831305521296,506,Dmt2,0,10,90,4,1,5,male_Dmt2
94,male,5.062524620148996e-4,0.001700808842913312,0.023111805262538806,0.3676831305521296,506,Dmt2,0,10,90,4,1,5,male_Dmt2
95,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
96,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
97,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
98,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
99,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
100,male,2.8238859993046057e-4,0.002801123953953811,0.022471082910475386,0.35532092151033007,91,Dmt2,0,10,95,4,0,6,male_Dmt2
