age,sex,inc,mort,ylds (years lived with disability)_rate_dmt2,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
74,female,0.0071039033121068195,1.0001777805884706e-4,0.009511696315075507,0.15039876923785697,5104,Dmt2,0,50,70,8,1,5,female_Dmt2
75,female,0.012605752086505885,2.0258251701349076e-4,0.012274780320633356,0.1947415933726899,3792,Dmt2,0,50,75,10,1,5,female_Dmt2
76,female,0.012605752086505885,2.0258251701349076e-4,0.012274780320633356,0.1947415933726899,3792,Dmt2,0,50,75,10,1,5,female_Dmt2
77,female,0.012605752086505885,2.0258251701349076e-4,0.012274780320633356,0.1947415933726899,3792,Dmt2,0,50,75,10,1,5,female_Dmt2
78,female,0.012605752086505885,2.0258251701349076e-4,0.012274780320633356,0.1947415933726899,3792,Dmt2,0,50,75,10,1,5,female_Dmt2
79,female,0.012605752086505885,2.0258251701349076e-4,0.012274780320633356,0.1947415933726899,3792,Dmt2,0,50,75,10,1,5,female_Dmt2
80,female,0.011002832757457443,4.225449945466811e-4,0.015747975639118644,0.2521949753052385,2983,Dmt2,0,20,80,5,1,5,female_Dmt2
81,female,0.011002832757457443,4.225449945466811e-4,0.015747975639118644,0.2521949753052385,2983,Dmt2,0,20,80,5,1,5,female_Dmt2
82,female,0.011002832757457443,4.225449945466811e-4,0.015747975639118644,0.2521949753052385,2983,Dmt2,0,20,80,5,1,5,female_Dmt2
83,female,0.011002832757457443,4.225449945466811e-4,0.015747975639118644,0.2521949753052385,2983,Dmt2,0,20,80,5,1,5,female_Dmt2
84,female,0.011002832757457443,4.225449945466811e-4,0.015747975639118644,0.2521949753052385,2983,Dmt2,0,20,80,5,1,5,female_Dmt2
85,female,0.004021659505632475,8.723386286403587e-4,0.017318678699394578,0.28088198199496395,2001,Dmt2,0,20,85,6,2,5,female_Dmt2
86,female,0.004021659505632475,8.723386286403587e-4,0.017318678699394578,0.28088198199496395,2001,Dmt2,0,20,85,6,2,5,female_Dmt2
87,female,0.004021659505632475,8.723386286403587e-4,0.017318678699394578,0.28088198199496395,2001,Dmt2,0,20,85,6,2,5,female_Dmt2
88,female,0.004021659505632475,8.723386286403587e-4,0.017318678699394578,0.28088198199496395,2001,Dmt2,0,20,85,6,2,5,female_Dmt2
89,female,0.004021659505632475,8.723386286403587e-4,0.017318678699394578,0.28088198199496395,2001,Dmt2,0,20,85,6,2,5,female_Dmt2
90,female,6.354647712654065e-4,0.0014597968208061671,0.017233332917143008,0.2820877844782761,1019,Dmt2,0,10,90,3,1,5,female_Dmt2
91,female,6.354647712654065e-4,0.0014597968208061671,0.017233332917143008,0.2820877844782761,1019,Dmt2,0,10,90,3,1,5,female_Dmt2
92,female,6.354647712654065e-4,0.0014597968208061671,0.017233332917143008,0.2820877844782761,1019,Dmt2,0,10,90,3,1,5,female_Dmt2
93,female,6.354647712654065e-4,0.0014597968208061671,0.017233332917143008,0.2820877844782761,1019,Dmt2,0,10,90,3,1,5,female_Dmt2
94,female,6.354647712654065e-4,0.0014597968208061671,0.017233332917143008,0.2820877844782761,1019,Dmt2,0,10,90,3,1,5,female_Dmt2
95,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
96,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
97,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
98,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
99,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
100,female,3.735446084162936e-4,0.0025587438910674876,0.016586521061856013,0.27273502627618934,275,Dmt2,0,10,95,3,1,6,female_Dmt2
