measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,Deaths,4749,England,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,2017,-0.4112376249165221,-0.40611742040135546,-0.41649913109292347
1,Deaths,4749,England,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,2017,-0.31869264629875244,-0.31226548177736835,-0.32549478287138234
1,Deaths,4749,England,1,Male,27,Age-standardized,294,All causes,3,Rate,2007,2017,-0.12526093856890602,-0.11763444087328889,-0.1331858605444341
1,Deaths,4749,England,2,Female,27,Age-standardized,294,All causes,3,Rate,2007,2017,-0.08125700134486744,-0.0723851683744756,-0.09019203777143711
1,Deaths,4749,England,1,Male,27,Age-standardized,690,Pedestrian road injuries,3,Rate,1990,2017,-0.7585789069614984,-0.7500388091429769,-0.7663602906726023
1,Deaths,4749,England,2,Female,27,Age-standardized,690,Pedestrian road injuries,3,Rate,1990,2017,-0.7668288661657902,-0.7552668335716423,-0.7782883564698534
1,Deaths,4749,England,1,Male,27,Age-standardized,690,Pedestrian road injuries,3,Rate,2007,2017,-0.36854253975513585,-0.34589033277150616,-0.3871428126291933
1,Deaths,4749,England,2,Female,27,Age-standardized,690,Pedestrian road injuries,3,Rate,2007,2017,-0.3459870313882885,-0.3184570197482349,-0.37556629815035936
1,Deaths,4749,England,1,Male,27,Age-standardized,691,Cyclist road injuries,3,Rate,1990,2017,-0.4087788443365284,-0.3831574987439555,-0.43305760109226643
1,Deaths,4749,England,2,Female,27,Age-standardized,691,Cyclist road injuries,3,Rate,1990,2017,-0.5169640948730135,-0.49095813938408983,-0.543018181796478
1,Deaths,4749,England,1,Male,27,Age-standardized,691,Cyclist road injuries,3,Rate,2007,2017,-0.23961679498193553,-0.20845636143042398,-0.27117825711411875
1,Deaths,4749,England,2,Female,27,Age-standardized,691,Cyclist road injuries,3,Rate,2007,2017,-0.23847542144717715,-0.2015588568578633,-0.2817851782031558
1,Deaths,4749,England,1,Male,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,1990,2017,-0.6267132412825196,-0.6077545291670834,-0.6419574183568788
1,Deaths,4749,England,2,Female,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,1990,2017,-0.8626712413810828,-0.8537613905960387,-0.8720654787138525
1,Deaths,4749,England,1,Male,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,2007,2017,-0.3894496189100977,-0.3625189180804918,-0.41146483303736275
1,Deaths,4749,England,2,Female,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,2007,2017,-0.30565887295559024,-0.2673428335784728,-0.3505387827746769
1,Deaths,4749,England,1,Male,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,1990,2017,-0.5641417133426238,-0.5382728930346401,-0.5813609012199935
1,Deaths,4749,England,2,Female,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,1990,2017,-0.436450129808165,-0.411518125462147,-0.4586322436596073
1,Deaths,4749,England,1,Male,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,2007,2017,-0.3690278498761615,-0.3396802433398194,-0.3898327030536563
1,Deaths,4749,England,2,Female,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,2007,2017,-0.3173697901961426,-0.2936927716416871,-0.33762771914638007
1,Deaths,4749,England,1,Male,27,Age-standardized,493,Ischemic heart disease,3,Rate,1990,2017,-0.6794523971635394,-0.6713627726449274,-0.6856480988431918
1,Deaths,4749,England,2,Female,27,Age-standardized,493,Ischemic heart disease,3,Rate,1990,2017,-0.7015727842127332,-0.6929476857471774,-0.7085066201638913
1,Deaths,4749,England,1,Male,27,Age-standardized,493,Ischemic heart disease,3,Rate,2007,2017,-0.266070222777125,-0.2537204145695348,-0.2798708939726659
1,Deaths,4749,England,2,Female,27,Age-standardized,493,Ischemic heart disease,3,Rate,2007,2017,-0.28331723731142067,-0.26748507308298564,-0.2988681362131943
1,Deaths,4749,England,1,Male,27,Age-standardized,494,Stroke,3,Rate,1990,2017,-0.5750416460144012,-0.5605979825787567,-0.5896169294614936
1,Deaths,4749,England,2,Female,27,Age-standardized,494,Stroke,3,Rate,1990,2017,-0.5614351419812029,-0.5458437271621321,-0.5744764882284251
1,Deaths,4749,England,1,Male,27,Age-standardized,494,Stroke,3,Rate,2007,2017,-0.230479522014914,-0.210605767193563,-0.2504811486264703
1,Deaths,4749,England,2,Female,27,Age-standardized,494,Stroke,3,Rate,2007,2017,-0.22111231290346456,-0.20345227877574887,-0.2393759302073177
1,Deaths,4749,England,1,Male,27,Age-standardized,495,Ischemic stroke,3,Rate,1990,2017,-0.6211245989896722,-0.6062114487310705,-0.6354311668259317
1,Deaths,4749,England,2,Female,27,Age-standardized,495,Ischemic stroke,3,Rate,1990,2017,-0.6078026084742036,-0.5930758288500649,-0.620633591595982
1,Deaths,4749,England,1,Male,27,Age-standardized,495,Ischemic stroke,3,Rate,2007,2017,-0.2660349379672017,-0.24434659442063528,-0.28778133375900805
1,Deaths,4749,England,2,Female,27,Age-standardized,495,Ischemic stroke,3,Rate,2007,2017,-0.2642867449180159,-0.24551130082412181,-0.28407143425613435
1,Deaths,4749,England,1,Male,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,1990,2017,0.10276847955762031,0.12802374713824424,0.08307595293126226
1,Deaths,4749,England,2,Female,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,1990,2017,0.11716061217812654,0.14131378499557992,0.0990241334573649
1,Deaths,4749,England,1,Male,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,2007,2017,0.09171278893008224,0.11067971372999715,0.06980343040907185
1,Deaths,4749,England,2,Female,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,2007,2017,0.10826312236457816,0.1313044956999591,0.0891135536247704
1,Deaths,4749,England,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,1990,2017,-0.5367411451536214,-0.5174266201070342,-0.5609129827978521
1,Deaths,4749,England,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,1990,2017,-0.5165826313259998,-0.48815344093420976,-0.5542111157925917
1,Deaths,4749,England,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,2007,2017,-0.18105496643102897,-0.14630531511733832,-0.21889019749147648
1,Deaths,4749,England,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,2007,2017,-0.14826895084476652,-0.10795741818056176,-0.1845615665575479
6,Incidence,4749,England,1,Male,27,Age-standardized,694,Other road injuries,3,Rate,1990,2017,-0.223415792814,-0.163527353053,-0.280769372969
6,Incidence,4749,England,2,Female,27,Age-standardized,694,Other road injuries,3,Rate,1990,2017,-0.0851787087487,-0.016389622057,-0.153899637187
6,Incidence,4749,England,1,Male,27,Age-standardized,694,Other road injuries,3,Rate,2007,2017,-0.0203272308604,0.0456926641721,-0.0797865473909
6,Incidence,4749,England,2,Female,27,Age-standardized,694,Other road injuries,3,Rate,2007,2017,-0.0280066768996,0.038332906907,-0.0947326759187
6,Incidence,4749,England,1,Male,27,Age-standardized,695,Other transport injuries,3,Rate,1990,2017,0.0733562326976,0.125179028482,0.0179468181736
6,Incidence,4749,England,2,Female,27,Age-standardized,695,Other transport injuries,3,Rate,1990,2017,0.0661848604485,0.0928721774903,0.0378285943751
6,Incidence,4749,England,1,Male,27,Age-standardized,695,Other transport injuries,3,Rate,2007,2017,0.167213990002,0.198664846758,0.136486522567
6,Incidence,4749,England,2,Female,27,Age-standardized,695,Other transport injuries,3,Rate,2007,2017,0.0917076720037,0.10489905368,0.0788344910445
6,Incidence,4749,England,1,Male,27,Age-standardized,493,Ischemic heart disease,3,Rate,1990,2017,-0.201550252414,-0.173662542495,-0.225981195718
6,Incidence,4749,England,2,Female,27,Age-standardized,493,Ischemic heart disease,3,Rate,1990,2017,-0.144010044897,-0.116443606299,-0.168087924327
6,Incidence,4749,England,1,Male,27,Age-standardized,493,Ischemic heart disease,3,Rate,2007,2017,-0.13835633631,-0.113629636012,-0.158228689741
6,Incidence,4749,England,2,Female,27,Age-standardized,493,Ischemic heart disease,3,Rate,2007,2017,-0.191485469979,-0.171213740949,-0.209639590639
6,Incidence,4749,England,1,Male,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,1990,2017,-0.011602833995,0.00141253311617,-0.0247373411593
6,Incidence,4749,England,2,Female,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,1990,2017,-0.0213039673116,-0.0137211328962,-0.0287216041103
6,Incidence,4749,England,1,Male,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,2007,2017,-0.00773485751345,-0.00343273286522,-0.012524988642
6,Incidence,4749,England,2,Female,27,Age-standardized,543,Alzheimer's disease and other dementias,3,Rate,2007,2017,-0.00777924850151,-0.003102446434,-0.0122975790695
6,Incidence,4749,England,1,Male,27,Age-standardized,414,Stomach cancer,3,Rate,1990,2017,-0.386440363324,-0.351461207833,-0.417532101207
6,Incidence,4749,England,2,Female,27,Age-standardized,414,Stomach cancer,3,Rate,1990,2017,-0.304605834707,-0.261968475164,-0.34532077568
6,Incidence,4749,England,1,Male,27,Age-standardized,414,Stomach cancer,3,Rate,2007,2017,-0.131183315019,-0.0896817452116,-0.165684738165
6,Incidence,4749,England,2,Female,27,Age-standardized,414,Stomach cancer,3,Rate,2007,2017,-0.055042351075,-0.00294830307033,-0.099327370381
6,Incidence,4749,England,1,Male,27,Age-standardized,417,Liver cancer,3,Rate,1990,2017,1.5072132957,1.80826781973,1.09305416355
6,Incidence,4749,England,2,Female,27,Age-standardized,417,Liver cancer,3,Rate,1990,2017,1.54571933186,1.83906643567,1.11189677275
6,Incidence,4749,England,1,Male,27,Age-standardized,417,Liver cancer,3,Rate,2007,2017,0.179381687239,0.326197843523,-0.0204204258292
6,Incidence,4749,England,2,Female,27,Age-standardized,417,Liver cancer,3,Rate,2007,2017,0.285869035302,0.42357001724,0.0584329800549
6,Incidence,4749,England,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,2017,0.0220850874061,0.0305693866325,0.0139195520304
6,Incidence,4749,England,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,2017,0.0223050284512,0.0307329961344,0.0140112584846
6,Incidence,4749,England,1,Male,27,Age-standardized,294,All causes,3,Rate,2007,2017,0.0163845657303,0.0209585978893,0.0122077781507
6,Incidence,4749,England,2,Female,27,Age-standardized,294,All causes,3,Rate,2007,2017,0.0131073866822,0.0183835186621,0.0079825954926
6,Incidence,4749,England,1,Male,27,Age-standardized,494,Stroke,3,Rate,1990,2017,-0.268356797823,-0.242065987851,-0.296164588313
6,Incidence,4749,England,2,Female,27,Age-standardized,494,Stroke,3,Rate,1990,2017,-0.252342741957,-0.225964270863,-0.278670571901
6,Incidence,4749,England,1,Male,27,Age-standardized,494,Stroke,3,Rate,2007,2017,-0.0723609605895,-0.0440867967271,-0.102215065482
6,Incidence,4749,England,2,Female,27,Age-standardized,494,Stroke,3,Rate,2007,2017,-0.0212398319116,0.010794543908,-0.0539503665017
6,Incidence,4749,England,1,Male,27,Age-standardized,495,Ischemic stroke,3,Rate,1990,2017,-0.261213808361,-0.222610817308,-0.300638228036
6,Incidence,4749,England,2,Female,27,Age-standardized,495,Ischemic stroke,3,Rate,1990,2017,-0.262987140882,-0.223381141616,-0.305075958448
6,Incidence,4749,England,1,Male,27,Age-standardized,495,Ischemic stroke,3,Rate,2007,2017,-0.0457454852923,-0.00416628325605,-0.0908414048879
6,Incidence,4749,England,2,Female,27,Age-standardized,495,Ischemic stroke,3,Rate,2007,2017,0.0141634734349,0.0625823120413,-0.0385364005891
6,Incidence,4749,England,1,Male,27,Age-standardized,690,Pedestrian road injuries,3,Rate,1990,2017,-0.301662313565,-0.228237413615,-0.373266725791
6,Incidence,4749,England,2,Female,27,Age-standardized,690,Pedestrian road injuries,3,Rate,1990,2017,-0.145574989607,-0.0541069056434,-0.234614896534
6,Incidence,4749,England,1,Male,27,Age-standardized,690,Pedestrian road injuries,3,Rate,2007,2017,0.0905055376876,0.184903788782,-0.00431109798704
6,Incidence,4749,England,2,Female,27,Age-standardized,690,Pedestrian road injuries,3,Rate,2007,2017,0.260668622556,0.362719711155,0.165931122449
6,Incidence,4749,England,1,Male,27,Age-standardized,691,Cyclist road injuries,3,Rate,1990,2017,-0.0972859857618,-0.0287209760062,-0.160544648147
6,Incidence,4749,England,2,Female,27,Age-standardized,691,Cyclist road injuries,3,Rate,1990,2017,0.0748722168867,0.149062270508,0.00735210996434
6,Incidence,4749,England,1,Male,27,Age-standardized,691,Cyclist road injuries,3,Rate,2007,2017,-0.0153868421041,0.0509928091575,-0.0761704855391
6,Incidence,4749,England,2,Female,27,Age-standardized,691,Cyclist road injuries,3,Rate,2007,2017,0.104085480413,0.174751965216,0.0384288792294
6,Incidence,4749,England,1,Male,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,1990,2017,-0.270480908214,-0.205741546941,-0.343268240809
6,Incidence,4749,England,2,Female,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,1990,2017,-0.239693923326,-0.151382707546,-0.32464047701
6,Incidence,4749,England,1,Male,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,2007,2017,-0.175824050618,-0.112299509496,-0.243233125825
6,Incidence,4749,England,2,Female,27,Age-standardized,692,Motorcyclist road injuries,3,Rate,2007,2017,0.128914918333,0.207917822268,0.0460961919793
6,Incidence,4749,England,1,Male,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,1990,2017,-0.197538255971,-0.132339223739,-0.26479816345
6,Incidence,4749,England,2,Female,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,1990,2017,0.124653525816,0.204080042192,0.0343128459042
6,Incidence,4749,England,1,Male,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,2007,2017,-0.179885989408,-0.117986952097,-0.240953338236
6,Incidence,4749,England,2,Female,27,Age-standardized,693,Motor vehicle road injuries,3,Rate,2007,2017,0.137371016932,0.211780243103,0.0564386846137
6,Incidence,4749,England,1,Male,27,Age-standardized,322,Lower respiratory infections,3,Rate,1990,2017,-0.104144400785,-0.0652907113706,-0.143268213966
6,Incidence,4749,England,2,Female,27,Age-standardized,322,Lower respiratory infections,3,Rate,1990,2017,-0.0596038850225,-0.0195196297376,-0.100063135143
6,Incidence,4749,England,1,Male,27,Age-standardized,322,Lower respiratory infections,3,Rate,2007,2017,0.101209466419,0.136399343556,0.0658987625239
6,Incidence,4749,England,2,Female,27,Age-standardized,322,Lower respiratory infections,3,Rate,2007,2017,0.13733855784,0.169184289921,0.104835335066
6,Incidence,4749,England,1,Male,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2017,-0.378661697183,-0.353126921879,-0.403494537496
6,Incidence,4749,England,2,Female,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2017,0.257812279404,0.307474603406,0.212220694637
6,Incidence,4749,England,1,Male,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",3,Rate,2007,2017,-0.106867184958,-0.0738316282375,-0.136253643549
6,Incidence,4749,England,2,Female,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",3,Rate,2007,2017,0.037035451884,0.0718687888107,0.00431671344117
6,Incidence,4749,England,1,Male,27,Age-standardized,429,Breast cancer,3,Rate,1990,2017,-0.230390585464,-0.191711866215,-0.262625351357
6,Incidence,4749,England,2,Female,27,Age-standardized,429,Breast cancer,3,Rate,1990,2017,-0.0691387355003,-0.0329587612603,-0.103410552341
6,Incidence,4749,England,1,Male,27,Age-standardized,429,Breast cancer,3,Rate,2007,2017,-0.0983801445493,-0.059225767379,-0.129161959872
6,Incidence,4749,England,2,Female,27,Age-standardized,429,Breast cancer,3,Rate,2007,2017,-0.00616627636962,0.0254887180681,-0.0375584601824
6,Incidence,4749,England,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,1990,2017,0.71588732114,0.831781126215,0.594389253131
6,Incidence,4749,England,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,1990,2017,0.592995497953,0.711307527211,0.476870634441
6,Incidence,4749,England,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,2007,2017,0.261881754296,0.331027599259,0.197818108534
6,Incidence,4749,England,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,3,Rate,2007,2017,0.304502496093,0.36967008562,0.239162500817
6,Incidence,4749,England,1,Male,27,Age-standardized,435,Uterine cancer,3,Rate,1990,2017,0.0,0.0,0.0
6,Incidence,4749,England,2,Female,27,Age-standardized,435,Uterine cancer,3,Rate,1990,2017,0.777103940387,0.871468588565,0.691685181371
6,Incidence,4749,England,1,Male,27,Age-standardized,435,Uterine cancer,3,Rate,2007,2017,0.0,0.0,0.0
6,Incidence,4749,England,2,Female,27,Age-standardized,435,Uterine cancer,3,Rate,2007,2017,0.216454056512,0.266723299846,0.168202605291
6,Incidence,4749,England,1,Male,27,Age-standardized,441,Colon and rectum cancer,3,Rate,1990,2017,-0.055926965634,-0.00867450308063,-0.100394904202
6,Incidence,4749,England,2,Female,27,Age-standardized,441,Colon and rectum cancer,3,Rate,1990,2017,-0.0627019885807,-0.0309403565848,-0.094126016035
6,Incidence,4749,England,1,Male,27,Age-standardized,441,Colon and rectum cancer,3,Rate,2007,2017,-0.00677533336113,0.0297401858633,-0.0434317638223
6,Incidence,4749,England,2,Female,27,Age-standardized,441,Colon and rectum cancer,3,Rate,2007,2017,0.025415675661,0.05707209202,-0.00327539885173
6,Incidence,4749,England,1,Male,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1990,2017,-0.0437488381417,0.0266883477405,-0.10986087986
6,Incidence,4749,England,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,1990,2017,0.138578395973,0.20145803079,0.0692983321213
6,Incidence,4749,England,1,Male,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,2007,2017,-0.0640355247609,-0.00830536644723,-0.119508438342
6,Incidence,4749,England,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,2007,2017,0.0526932903529,0.109653191415,-0.00791417244043
