age,sex,inc,mort,ylds (years lived with disability)_rate_carc,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
44,male,1.8864537808523774e-4,3.477285570910153e-5,1.1975169039807608e-4,0.0013560422527478244,7179,carc,0,50,40,0,0,5,male_carc
45,male,2.8728270510008713e-4,6.687085241338722e-5,1.7502384397121657e-4,0.0020061039937149853,7628,carc,0,50,45,0,1,5,male_carc
46,male,2.8728270510008713e-4,6.687085241338722e-5,1.7502384397121657e-4,0.0020061039937149853,7628,carc,0,50,45,0,1,5,male_carc
47,male,2.8728270510008713e-4,6.687085241338722e-5,1.7502384397121657e-4,0.0020061039937149853,7628,carc,0,50,45,0,1,5,male_carc
48,male,2.8728270510008713e-4,6.687085241338722e-5,1.7502384397121657e-4,0.0020061039937149853,7628,carc,0,50,45,0,1,5,male_carc
49,male,2.8728270510008713e-4,6.687085241338722e-5,1.7502384397121657e-4,0.0020061039937149853,7628,carc,0,50,45,0,1,5,male_carc
50,male,5.305738086255858e-4,1.2728029817964175e-4,3.0970187384029847e-4,0.00368928158513468,7605,carc,0,50,50,0,1,5,male_carc
51,male,5.305738086255858e-4,1.2728029817964175e-4,3.0970187384029847e-4,0.00368928158513468,7605,carc,0,50,50,0,1,5,male_carc
52,male,5.305738086255858e-4,1.2728029817964175e-4,3.0970187384029847e-4,0.00368928158513468,7605,carc,0,50,50,0,1,5,male_carc
53,male,5.305738086255858e-4,1.2728029817964175e-4,3.0970187384029847e-4,0.00368928158513468,7605,carc,0,50,50,0,1,5,male_carc
54,male,5.305738086255858e-4,1.2728029817964175e-4,3.0970187384029847e-4,0.00368928158513468,7605,carc,0,50,50,0,1,5,male_carc
55,male,8.713548189705086e-4,2.2223988469669052e-4,5.0275761802633e-4,0.005962863853870905,6479,carc,0,50,55,0,1,5,male_carc
56,male,8.713548189705086e-4,2.2223988469669052e-4,5.0275761802633e-4,0.005962863853870905,6479,carc,0,50,55,0,1,5,male_carc
57,male,8.713548189705086e-4,2.2223988469669052e-4,5.0275761802633e-4,0.005962863853870905,6479,carc,0,50,55,0,1,5,male_carc
58,male,8.713548189705086e-4,2.2223988469669052e-4,5.0275761802633e-4,0.005962863853870905,6479,carc,0,50,55,0,1,5,male_carc
59,male,8.713548189705086e-4,2.2223988469669052e-4,5.0275761802633e-4,0.005962863853870905,6479,carc,0,50,55,0,1,5,male_carc
60,male,0.0015251400658787438,4.1938088276117537e-4,8.607424355579649e-4,0.010168296908417387,5560,carc,0,50,60,1,2,5,male_carc
61,male,0.0015251400658787438,4.1938088276117537e-4,8.607424355579649e-4,0.010168296908417387,5560,carc,0,50,60,1,2,5,male_carc
62,male,0.0015251400658787438,4.1938088276117537e-4,8.607424355579649e-4,0.010168296908417387,5560,carc,0,50,60,1,2,5,male_carc
63,male,0.0015251400658787438,4.1938088276117537e-4,8.607424355579649e-4,0.010168296908417387,5560,carc,0,50,60,1,2,5,male_carc
64,male,0.0015251400658787438,4.1938088276117537e-4,8.607424355579649e-4,0.010168296908417387,5560,carc,0,50,60,1,2,5,male_carc
65,male,0.0021428269702420885,6.168657971286233e-4,0.0011975782825414938,0.014029801543601136,5418,carc,0,50,65,1,3,5,male_carc
66,male,0.0021428269702420885,6.168657971286233e-4,0.0011975782825414938,0.014029801543601136,5418,carc,0,50,65,1,3,5,male_carc
67,male,0.0021428269702420885,6.168657971286233e-4,0.0011975782825414938,0.014029801543601136,5418,carc,0,50,65,1,3,5,male_carc
68,male,0.0021428269702420885,6.168657971286233e-4,0.0011975782825414938,0.014029801543601136,5418,carc,0,50,65,1,3,5,male_carc
69,male,0.0021428269702420885,6.168657971286233e-4,0.0011975782825414938,0.014029801543601136,5418,carc,0,50,65,1,3,5,male_carc
70,male,0.0028780278825486457,9.22686908526435e-4,0.0015574650856696275,0.01802279261587352,4800,carc,0,50,70,1,4,5,male_carc
71,male,0.0028780278825486457,9.22686908526435e-4,0.0015574650856696275,0.01802279261587352,4800,carc,0,50,70,1,4,5,male_carc
72,male,0.0028780278825486457,9.22686908526435e-4,0.0015574650856696275,0.01802279261587352,4800,carc,0,50,70,1,4,5,male_carc
73,male,0.0028780278825486457,9.22686908526435e-4,0.0015574650856696275,0.01802279261587352,4800,carc,0,50,70,1,4,5,male_carc
74,male,0.0028780278825486457,9.22686908526435e-4,0.0015574650856696275,0.01802279261587352,4800,carc,0,50,70,1,4,5,male_carc
75,male,0.004070113795871564,0.0014760153394753949,0.0021524167977544128,0.023644898751963277,3332,carc,0,50,75,1,5,5,male_carc
76,male,0.004070113795871564,0.0014760153394753949,0.0021524167977544128,0.023644898751963277,3332,carc,0,50,75,1,5,5,male_carc
77,male,0.004070113795871564,0.0014760153394753949,0.0021524167977544128,0.023644898751963277,3332,carc,0,50,75,1,5,5,male_carc
78,male,0.004070113795871564,0.0014760153394753949,0.0021524167977544128,0.023644898751963277,3332,carc,0,50,75,1,5,5,male_carc
79,male,0.004070113795871564,0.0014760153394753949,0.0021524167977544128,0.023644898751963277,3332,carc,0,50,75,1,5,5,male_carc
80,male,0.004709202095860356,0.0023562617939438153,0.002236416059152954,0.021846687010108147,2291,carc,0,20,80,0,5,5,male_carc
81,male,0.004709202095860356,0.0023562617939438153,0.002236416059152954,0.021846687010108147,2291,carc,0,20,80,0,5,5,male_carc
82,male,0.004709202095860356,0.0023562617939438153,0.002236416059152954,0.021846687010108147,2291,carc,0,20,80,0,5,5,male_carc
83,male,0.004709202095860356,0.0023562617939438153,0.002236416059152954,0.021846687010108147,2291,carc,0,20,80,0,5,5,male_carc
84,male,0.004709202095860356,0.0023562617939438153,0.002236416059152954,0.021846687010108147,2291,carc,0,20,80,0,5,5,male_carc
85,male,0.007969902970555639,0.003986088385393146,0.0035621426782052276,0.031067048071380797,1276,carc,0,20,85,1,5,5,male_carc
86,male,0.007969902970555639,0.003986088385393146,0.0035621426782052276,0.031067048071380797,1276,carc,0,20,85,1,5,5,male_carc
87,male,0.007969902970555639,0.003986088385393146,0.0035621426782052276,0.031067048071380797,1276,carc,0,20,85,1,5,5,male_carc
88,male,0.007969902970555639,0.003986088385393146,0.0035621426782052276,0.031067048071380797,1276,carc,0,20,85,1,5,5,male_carc
89,male,0.007969902970555639,0.003986088385393146,0.0035621426782052276,0.031067048071380797,1276,carc,0,20,85,1,5,5,male_carc
90,male,0.010261505864691265,0.005126941417951434,0.004241723555233656,0.032501549905560055,506,carc,0,10,90,0,3,5,male_carc
91,male,0.010261505864691265,0.005126941417951434,0.004241723555233656,0.032501549905560055,506,carc,0,10,90,0,3,5,male_carc
92,male,0.010261505864691265,0.005126941417951434,0.004241723555233656,0.032501549905560055,506,carc,0,10,90,0,3,5,male_carc
93,male,0.010261505864691265,0.005126941417951434,0.004241723555233656,0.032501549905560055,506,carc,0,10,90,0,3,5,male_carc
94,male,0.010261505864691265,0.005126941417951434,0.004241723555233656,0.032501549905560055,506,carc,0,10,90,0,3,5,male_carc
95,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
96,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
97,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
98,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
99,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
100,male,0.012319560082469934,0.006155899719530454,0.003140134979748642,0.015517931136639563,91,carc,0,10,95,0,1,6,male_carc
