age,sex,inc,mort,ylds (years lived with disability)_rate_strk,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
14,female,5.6442263696025674e-5,7.771336155210379e-7,1.3184321184032274e-4,3.6344232722908645e-4,6051,strk,0,50,10,0,0,5,female_strk
15,female,5.297329390299583e-5,2.491588337061995e-6,1.7783379707684272e-4,7.259813979951409e-4,6338,strk,0,50,15,0,0,5,female_strk
16,female,5.297329390299583e-5,2.491588337061995e-6,1.7783379707684272e-4,7.259813979951409e-4,6338,strk,0,50,15,0,0,5,female_strk
17,female,5.297329390299583e-5,2.491588337061995e-6,1.7783379707684272e-4,7.259813979951409e-4,6338,strk,0,50,15,0,0,5,female_strk
18,female,5.297329390299583e-5,2.491588337061995e-6,1.7783379707684272e-4,7.259813979951409e-4,6338,strk,0,50,15,0,0,5,female_strk
19,female,5.297329390299583e-5,2.491588337061995e-6,1.7783379707684272e-4,7.259813979951409e-4,6338,strk,0,50,15,0,0,5,female_strk
20,female,6.780257310974533e-5,4.048702522735908e-6,2.2900379923055284e-4,0.0010149971397734419,7828,strk,0,50,20,0,0,5,female_strk
21,female,6.780257310974533e-5,4.048702522735908e-6,2.2900379923055284e-4,0.0010149971397734419,7828,strk,0,50,20,0,0,5,female_strk
22,female,6.780257310974533e-5,4.048702522735908e-6,2.2900379923055284e-4,0.0010149971397734419,7828,strk,0,50,20,0,0,5,female_strk
23,female,6.780257310974533e-5,4.048702522735908e-6,2.2900379923055284e-4,0.0010149971397734419,7828,strk,0,50,20,0,0,5,female_strk
24,female,6.780257310974533e-5,4.048702522735908e-6,2.2900379923055284e-4,0.0010149971397734419,7828,strk,0,50,20,0,0,5,female_strk
25,female,1.0104781486072186e-4,6.20421607758533e-6,2.953636116557606e-4,0.001406746836206086,8833,strk,0,50,25,0,0,5,female_strk
26,female,1.0104781486072186e-4,6.20421607758533e-6,2.953636116557606e-4,0.001406746836206086,8833,strk,0,50,25,0,0,5,female_strk
27,female,1.0104781486072186e-4,6.20421607758533e-6,2.953636116557606e-4,0.001406746836206086,8833,strk,0,50,25,0,0,5,female_strk
28,female,1.0104781486072186e-4,6.20421607758533e-6,2.953636116557606e-4,0.001406746836206086,8833,strk,0,50,25,0,0,5,female_strk
29,female,1.0104781486072186e-4,6.20421607758533e-6,2.953636116557606e-4,0.001406746836206086,8833,strk,0,50,25,0,0,5,female_strk
30,female,1.8895381477488887e-4,1.1134431896209559e-5,3.8019269168117453e-4,0.002285237237310219,7963,strk,0,50,30,0,0,5,female_strk
31,female,1.8895381477488887e-4,1.1134431896209559e-5,3.8019269168117453e-4,0.002285237237310219,7963,strk,0,50,30,0,0,5,female_strk
32,female,1.8895381477488887e-4,1.1134431896209559e-5,3.8019269168117453e-4,0.002285237237310219,7963,strk,0,50,30,0,0,5,female_strk
33,female,1.8895381477488887e-4,1.1134431896209559e-5,3.8019269168117453e-4,0.002285237237310219,7963,strk,0,50,30,0,0,5,female_strk
34,female,1.8895381477488887e-4,1.1134431896209559e-5,3.8019269168117453e-4,0.002285237237310219,7963,strk,0,50,30,0,0,5,female_strk
35,female,3.31921493141969e-4,2.1673932408642362e-5,5.42270966378489e-4,0.003803396386341552,7482,strk,0,50,35,0,0,5,female_strk
36,female,3.31921493141969e-4,2.1673932408642362e-5,5.42270966378489e-4,0.003803396386341552,7482,strk,0,50,35,0,0,5,female_strk
37,female,3.31921493141969e-4,2.1673932408642362e-5,5.42270966378489e-4,0.003803396386341552,7482,strk,0,50,35,0,0,5,female_strk
38,female,3.31921493141969e-4,2.1673932408642362e-5,5.42270966378489e-4,0.003803396386341552,7482,strk,0,50,35,0,0,5,female_strk
39,female,3.31921493141969e-4,2.1673932408642362e-5,5.42270966378489e-4,0.003803396386341552,7482,strk,0,50,35,0,0,5,female_strk
40,female,5.294149486990187e-4,3.592021618676982e-5,7.922054980582719e-4,0.005916113671840642,6901,strk,0,50,40,0,0,5,female_strk
41,female,5.294149486990187e-4,3.592021618676982e-5,7.922054980582719e-4,0.005916113671840642,6901,strk,0,50,40,0,0,5,female_strk
42,female,5.294149486990187e-4,3.592021618676982e-5,7.922054980582719e-4,0.005916113671840642,6901,strk,0,50,40,0,0,5,female_strk
43,female,5.294149486990187e-4,3.592021618676982e-5,7.922054980582719e-4,0.005916113671840642,6901,strk,0,50,40,0,0,5,female_strk
44,female,5.294149486990187e-4,3.592021618676982e-5,7.922054980582719e-4,0.005916113671840642,6901,strk,0,50,40,0,0,5,female_strk
45,female,7.809675423034181e-4,6.15049013402806e-5,0.0011690274701158469,0.00895836640213072,7531,strk,0,50,45,0,0,5,female_strk
46,female,7.809675423034181e-4,6.15049013402806e-5,0.0011690274701158469,0.00895836640213072,7531,strk,0,50,45,0,0,5,female_strk
47,female,7.809675423034181e-4,6.15049013402806e-5,0.0011690274701158469,0.00895836640213072,7531,strk,0,50,45,0,0,5,female_strk
48,female,7.809675423034181e-4,6.15049013402806e-5,0.0011690274701158469,0.00895836640213072,7531,strk,0,50,45,0,0,5,female_strk
49,female,7.809675423034181e-4,6.15049013402806e-5,0.0011690274701158469,0.00895836640213072,7531,strk,0,50,45,0,0,5,female_strk
50,female,0.0010931405112056126,9.273409588441446e-5,0.0017237971450551643,0.013298875425926431,7629,strk,0,50,50,1,1,5,female_strk
51,female,0.0010931405112056126,9.273409588441446e-5,0.0017237971450551643,0.013298875425926431,7629,strk,0,50,50,1,1,5,female_strk
52,female,0.0010931405112056126,9.273409588441446e-5,0.0017237971450551643,0.013298875425926431,7629,strk,0,50,50,1,1,5,female_strk
53,female,0.0010931405112056126,9.273409588441446e-5,0.0017237971450551643,0.013298875425926431,7629,strk,0,50,50,1,1,5,female_strk
54,female,0.0010931405112056126,9.273409588441446e-5,0.0017237971450551643,0.013298875425926431,7629,strk,0,50,50,1,1,5,female_strk
55,female,0.0014662102268489853,1.3733451508319595e-4,0.002528308355319729,0.018756846000269747,6580,strk,0,50,55,1,1,5,female_strk
56,female,0.0014662102268489853,1.3733451508319595e-4,0.002528308355319729,0.018756846000269747,6580,strk,0,50,55,1,1,5,female_strk
57,female,0.0014662102268489853,1.3733451508319595e-4,0.002528308355319729,0.018756846000269747,6580,strk,0,50,55,1,1,5,female_strk
58,female,0.0014662102268489853,1.3733451508319595e-4,0.002528308355319729,0.018756846000269747,6580,strk,0,50,55,1,1,5,female_strk
59,female,0.0014662102268489853,1.3733451508319595e-4,0.002528308355319729,0.018756846000269747,6580,strk,0,50,55,1,1,5,female_strk
60,female,0.00205014865169798,2.3689677564591049e-4,0.003513501515320869,0.025293373035784914,5725,strk,0,50,60,1,1,5,female_strk
61,female,0.00205014865169798,2.3689677564591049e-4,0.003513501515320869,0.025293373035784914,5725,strk,0,50,60,1,1,5,female_strk
62,female,0.00205014865169798,2.3689677564591049e-4,0.003513501515320869,0.025293373035784914,5725,strk,0,50,60,1,1,5,female_strk
63,female,0.00205014865169798,2.3689677564591049e-4,0.003513501515320869,0.025293373035784914,5725,strk,0,50,60,1,1,5,female_strk
64,female,0.00205014865169798,2.3689677564591049e-4,0.003513501515320869,0.025293373035784914,5725,strk,0,50,60,1,1,5,female_strk
65,female,0.002845786947568689,4.3265517221916747e-4,0.004641940472640643,0.032583345451029366,5670,strk,0,50,65,2,2,5,female_strk
66,female,0.002845786947568689,4.3265517221916747e-4,0.004641940472640643,0.032583345451029366,5670,strk,0,50,65,2,2,5,female_strk
67,female,0.002845786947568689,4.3265517221916747e-4,0.004641940472640643,0.032583345451029366,5670,strk,0,50,65,2,2,5,female_strk
68,female,0.002845786947568689,4.3265517221916747e-4,0.004641940472640643,0.032583345451029366,5670,strk,0,50,65,2,2,5,female_strk
69,female,0.002845786947568689,4.3265517221916747e-4,0.004641940472640643,0.032583345451029366,5670,strk,0,50,65,2,2,5,female_strk
70,female,0.0038666439104102376,9.130609143329076e-4,0.006430749150493522,0.04116499915725008,5104,strk,0,50,70,2,5,5,female_strk
71,female,0.0038666439104102376,9.130609143329076e-4,0.006430749150493522,0.04116499915725008,5104,strk,0,50,70,2,5,5,female_strk
72,female,0.0038666439104102376,9.130609143329076e-4,0.006430749150493522,0.04116499915725008,5104,strk,0,50,70,2,5,5,female_strk
73,female,0.0038666439104102376,9.130609143329076e-4,0.006430749150493522,0.04116499915725008,5104,strk,0,50,70,2,5,5,female_strk
74,female,0.0038666439104102376,9.130609143329076e-4,0.006430749150493522,0.04116499915725008,5104,strk,0,50,70,2,5,5,female_strk
75,female,0.005108168785858165,0.0021353943470822207,0.009104727562541335,0.052152231743032476,3792,strk,0,50,75,3,8,5,female_strk
76,female,0.005108168785858165,0.0021353943470822207,0.009104727562541335,0.052152231743032476,3792,strk,0,50,75,3,8,5,female_strk
77,female,0.005108168785858165,0.0021353943470822207,0.009104727562541335,0.052152231743032476,3792,strk,0,50,75,3,8,5,female_strk
78,female,0.005108168785858165,0.0021353943470822207,0.009104727562541335,0.052152231743032476,3792,strk,0,50,75,3,8,5,female_strk
79,female,0.005108168785858165,0.0021353943470822207,0.009104727562541335,0.052152231743032476,3792,strk,0,50,75,3,8,5,female_strk
80,female,0.008372462551273923,0.005060666478953342,0.012628015518663077,0.06677311593518011,2983,strk,0,20,80,1,15,5,female_strk
81,female,0.008372462551273923,0.005060666478953342,0.012628015518663077,0.06677311593518011,2983,strk,0,20,80,1,15,5,female_strk
82,female,0.008372462551273923,0.005060666478953342,0.012628015518663077,0.06677311593518011,2983,strk,0,20,80,1,15,5,female_strk
83,female,0.008372462551273923,0.005060666478953342,0.012628015518663077,0.06677311593518011,2983,strk,0,20,80,1,15,5,female_strk
84,female,0.008372462551273923,0.005060666478953342,0.012628015518663077,0.06677311593518011,2983,strk,0,20,80,1,15,5,female_strk
85,female,0.013661947529150198,0.011949313559381109,0.0172259527339753,0.08547852467281954,2001,strk,0,20,85,2,24,5,female_strk
86,female,0.013661947529150198,0.011949313559381109,0.0172259527339753,0.08547852467281954,2001,strk,0,20,85,2,24,5,female_strk
87,female,0.013661947529150198,0.011949313559381109,0.0172259527339753,0.08547852467281954,2001,strk,0,20,85,2,24,5,female_strk
88,female,0.013661947529150198,0.011949313559381109,0.0172259527339753,0.08547852467281954,2001,strk,0,20,85,2,24,5,female_strk
89,female,0.013661947529150198,0.011949313559381109,0.0172259527339753,0.08547852467281954,2001,strk,0,20,85,2,24,5,female_strk
90,female,0.018947394340734468,0.020735949665254882,0.02135950912061341,0.1015115428786865,1019,strk,0,10,90,1,21,5,female_strk
91,female,0.018947394340734468,0.020735949665254882,0.02135950912061341,0.1015115428786865,1019,strk,0,10,90,1,21,5,female_strk
92,female,0.018947394340734468,0.020735949665254882,0.02135950912061341,0.1015115428786865,1019,strk,0,10,90,1,21,5,female_strk
93,female,0.018947394340734468,0.020735949665254882,0.02135950912061341,0.1015115428786865,1019,strk,0,10,90,1,21,5,female_strk
94,female,0.018947394340734468,0.020735949665254882,0.02135950912061341,0.1015115428786865,1019,strk,0,10,90,1,21,5,female_strk
95,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
96,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
97,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
98,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
99,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
100,female,0.024221260137117555,0.038880621131469555,0.024884396454068366,0.11237829508449858,275,strk,0,10,95,1,10,6,female_strk
